Date,2026-08-13,Net Asset,311593021927.0

Stock Code,Stock Name,Shares,Weight,Close Price,Market Value,Share Change,Net Amount
2330,台積電,12134000.0,9.48%,2435.0,29546290000.0,0.0,0.0
2383,台光電,4863000.0,8.88%,5690.0,27670470000.0,0.0,0.0
2454,聯發科,5448000.0,7.39%,4225.0,23017800000.0,0.0,0.0
3037,欣興,20210000.0,6.49%,1000.0,20210000000.0,0.0,0.0
3017,奇鋐,5900000.0,6.06%,3200.0,18880000000.0,0.0,0.0
2327,國巨*,25437000.0,5.4%,662.0,16839294000.0,0.0,0.0
6223,旺矽,2443000.0,5.09%,6495.0,15867285000.0,0.0,0.0
6669,緯穎,2496000.0,4.86%,6070.0,15150720000.0,0.0,0.0
2345,智邦,6594000.0,4.8%,2270.0,14968380000.0,175000.0,397250000.0
2308,台達電,7070000.0,4.28%,1885.0,13326950000.0,0.0,0.0
3711,日月光投控,19529000.0,3.92%,626.0,12225154000.0,0.0,0.0
8046,南電,9634000.0,3.76%,1215.0,11705310000.0,0.0,0.0
3653,健策,2375000.0,3.53%,4635.0,11008125000.0,0.0,0.0
2303,聯電,87718000.0,3.5%,124.5,10920891000.0,0.0,0.0
3665,貿聯-KY,4616848.0,3.27%,2205.0,10180149840.0,0.0,0.0
6274,台燿,5499000.0,2.82%,1600.0,8798400000.0,0.0,0.0
5274,信驊,484900.0,2.72%,17490.0,8480901000.0,0.0,0.0
6805,富世達,2265000.0,1.33%,1830.0,4144950000.0,0.0,0.0
2368,金像電,4000000.0,1.3%,1010.0,4040000000.0,0.0,0.0
2449,京元電子,11295450.0,0.92%,253.5,2863396575.0,0.0,0.0
8210,勤誠,2497000.0,0.79%,990.0,2472030000.0,0.0,0.0
6187,萬潤,1334000.0,0.54%,1270.0,1694180000.0,0.0,0.0
2360,致茂,622000.0,0.46%,2300.0,1430600000.0,0.0,0.0
3264,欣銓,5918000.0,0.44%,230.5,1364099000.0,2838000.0,654159000.0
4979,華星光,2424000.0,0.44%,564.0,1367136000.0,0.0,0.0
6510,精測,478000.0,0.43%,2820.0,1347960000.0,0.0,0.0
8996,高力,802000.0,0.33%,1285.0,1030570000.0,0.0,0.0
4958,臻鼎-KY,1682000.0,0.26%,477.5,803155000.0,0.0,0.0
6278,台表科,3250000.0,0.18%,168.0,546000000.0,0.0,0.0
6271,同欣電,2224000.0,0.14%,199.0,442576000.0,0.0,0.0
6191,精成科,3988000.0,0.11%,86.8,346158400.0,0.0,0.0
3376,新日興,1741000.0,0.11%,189.5,329919500.0,0.0,0.0
6515,穎崴,13000.0,0.03%,6745.0,87685000.0,-10000.0,-67450000.0
4966,譜瑞-KY,140000.0,0.03%,586.0,82040000.0,0.0,0.0
2002,中鋼,5163000.0,0.03%,19.2,99129600.0,0.0,0.0
8358,金居,1000.0,0.0%,421.0,421000.0,0.0,0.0
3661,世芯-KY,1000.0,0.0%,4190.0,4190000.0,0.0,0.0
3443,創意,1000.0,0.0%,5540.0,5540000.0,0.0,0.0
2439,美律,1000.0,0.0%,81.5,81500.0,0.0,0.0
1590,亞德客-KY,1000.0,0.0%,1470.0,1470000.0,0.0,0.0
3008,大立光,1000.0,0.0%,4660.0,4660000.0,0.0,0.0
2382,廣達,1000.0,0.0%,325.0,325000.0,0.0,0.0
3533,嘉澤,1000.0,0.0%,1810.0,1810000.0,0.0,0.0
2408,南亞科,1000.0,0.0%,514.0,514000.0,0.0,0.0
6488,環球晶,1000.0,0.0%,1025.0,1025000.0,0.0,0.0
2313,華通,1000.0,0.0%,212.0,212000.0,0.0,0.0
8150,南茂,1000.0,0.0%,92.9,92900.0,0.0,0.0
2317,鴻海,1000.0,0.0%,262.0,262000.0,0.0,0.0
5347,世界,1000.0,0.0%,163.0,163000.0,0.0,0.0
2481,強茂,5000.0,0.0%,143.0,715000.0,0.0,0.0
