Date,2026-04-09,Net Asset,33060372162.0

Stock Code,Stock Name,Shares,Weight,Close Price,Market Value,Share Change,Net Amount
2330,台積電,1468000.0,8.68%,1955.0,2869940000.0,0.0,0.0
5536,聖暉*,3340000.0,7.02%,695.0,2321300000.0,0.0,0.0
3105,穩懋,3946000.0,5.20%,436.0,1720456000.0,0.0,0.0
6669,緯穎,461000.0,4.99%,3580.0,1650380000.0,0.0,0.0
2360,致茂,855000.0,4.76%,1840.0,1573200000.0,0.0,0.0
2383,台光電,457000.0,4.45%,3220.0,1471540000.0,0.0,0.0
6139,亞翔,2278000.0,4.17%,605.0,1378190000.0,0.0,0.0
3264,欣銓,7078000.0,3.86%,180.5,1277579000.0,0.0,0.0
6223,旺矽,276000.0,3.73%,4470.0,1233720000.0,0.0,0.0
2345,智邦,719000.0,3.68%,1690.0,1215110000.0,0.0,0.0
3017,奇鋐,538000.0,3.64%,2235.0,1202430000.0,0.0,0.0
2308,台達電,690000.0,3.43%,1645.0,1135050000.0,0.0,0.0
7769,鴻勁,259000.0,3.33%,4245.0,1099455000.0,0.0,0.0
6257,矽格,6338000.0,3.28%,171.0,1083798000.0,0.0,0.0
3491,昇達科,539000.0,2.87%,1760.0,948640000.0,0.0,0.0
6805,富世達,501000.0,2.79%,1840.0,921840000.0,0.0,0.0
4958,臻鼎-KY,2654000.0,2.12%,263.5,699329000.0,0.0,0.0
2454,聯發科,443000.0,2.11%,1575.0,697725000.0,0.0,0.0
3036,文曄,3090000.0,2.09%,224.0,692160000.0,0.0,0.0
6285,啟碁,2497000.0,1.71%,226.0,564322000.0,1313000.0,296738000.0
1785,光洋科,4611000.0,1.46%,105.0,484155000.0,0.0,0.0
8996,高力,373000.0,1.14%,1010.0,376730000.0,0.0,0.0
2059,川湖,106000.0,1.05%,3275.0,347150000.0,0.0,0.0
2404,漢唐,368000.0,1.01%,907.0,333776000.0,0.0,0.0
3030,德律,1135000.0,0.95%,275.5,312692500.0,0.0,0.0
6488,環球晶,683000.0,0.92%,447.5,305642500.0,0.0,0.0
5289,宜鼎,274000.0,0.92%,1105.0,302770000.0,0.0,0.0
2347,聯強,3693000.0,0.91%,81.1,299502300.0,0.0,0.0
3131,弘塑,89000.0,0.88%,3270.0,291030000.0,0.0,0.0
2313,華通,1033000.0,0.88%,281.5,290789500.0,0.0,0.0
3211,順達,780000.0,0.86%,366.5,285870000.0,0.0,0.0
2467,志聖,534000.0,0.80%,493.5,263529000.0,220000.0,108570000.0
3533,嘉澤,111000.0,0.78%,2310.0,256410000.0,0.0,0.0
6274,台燿,223000.0,0.54%,797.0,177731000.0,0.0,0.0
2472,立隆電,1210000.0,0.53%,145.5,176055000.0,0.0,0.0
2368,金像電,155000.0,0.51%,1095.0,169725000.0,0.0,0.0
2303,聯電,2445000.0,0.44%,60.0,146700000.0,0.0,0.0
6147,頎邦,1446000.0,0.42%,96.5,139539000.0,0.0,0.0
3711,日月光投控,349000.0,0.41%,392.0,136808000.0,0.0,0.0
3665,貿聯-KY,58136.0,0.37%,2130.0,123829680.0,0.0,0.0
3008,大立光,51000.0,0.35%,2280.0,116280000.0,0.0,0.0
4938,和碩,1236000.0,0.30%,80.0,98880000.0,0.0,0.0
6691,洋基工程,159000.0,0.29%,600.0,95400000.0,0.0,0.0
6177,達麗,1784350.0,0.25%,47.0,83864450.0,0.0,0.0
5274,信驊,6000.0,0.23%,12565.0,75390000.0,0.0,0.0
3376,新日興,355000.0,0.22%,208.0,73840000.0,0.0,0.0
3583,辛耘,120000.0,0.22%,612.0,73440000.0,120000.0,73440000.0
8046,南電,103000.0,0.21%,669.0,68907000.0,0.0,0.0
3529,力旺,23000.0,0.20%,2870.0,66010000.0,0.0,0.0
2885,元大金,1102420.0,0.16%,47.95,52861039.0,0.0,0.0
8464,億豐,142000.0,0.15%,352.0,49984000.0,0.0,0.0
1319,東陽,355000.0,0.09%,80.1,28435499.999999996,0.0,0.0
4441,振大環球,59000.0,0.04%,204.5,12065500.0,0.0,0.0
2548,華固,29600.0,0.01%,129.0,3818400.0,0.0,0.0
6510,精測,1000.0,0.01%,3405.0,3405000.0,0.0,0.0
3443,創意,1000.0,0.01%,2655.0,2655000.0,0.0,0.0
1519,華城,600.0,0.00%,806.0,483600.0,0.0,0.0
8358,金居,1000.0,0.00%,272.0,272000.0,0.0,0.0
3706,神達,1400.0,0.00%,78.2,109480.0,0.0,0.0
2886,兆豐金,1000.0,0.00%,39.75,39750.0,0.0,0.0
2881,富邦金,250.0,0.00%,88.5,22125.0,0.0,0.0
