Date,2026-07-30,Net Asset,243997546845.0

Stock Code,Stock Name,Shares,Weight,Close Price,Market Value,Share Change,Net Amount
2330,台積電,10740000.0,9.71%,2205.0,23681700000.0,0.0,0.0
2383,台光電,4715000.0,8.34%,4315.0,20345225000.0,62000.0,267530000.0
2454,聯發科,5200000.0,6.89%,3235.0,16822000000.0,69000.0,223215000.0
3037,欣興,17833000.0,5.23%,716.0,12768428000.0,862000.0,617192000.0
2345,智邦,6419000.0,5.09%,1935.0,12420765000.0,85000.0,164475000.0
6669,緯穎,2449000.0,4.92%,4900.0,12000100000.0,32000.0,156800000.0
6223,旺矽,2443000.0,4.81%,4800.0,11726400000.0,0.0,0.0
2327,國巨*,25437000.0,4.76%,456.5,11611990500.0,339000.0,154753500.0
3017,奇鋐,5496000.0,4.75%,2110.0,11596560000.0,73000.0,154030000.0
2303,聯電,87718000.0,3.95%,110.0,9648980000.0,1168000.0,128480000.0
3665,貿聯-KY,4898848.0,3.83%,1910.0,9356799680.0,65000.0,124150000.0
2308,台達電,5642000.0,3.54%,1530.0,8632260000.0,75000.0,114750000.0
3711,日月光投控,16327000.0,3.38%,505.0,8245135000.0,0.0,0.0
8046,南電,9519000.0,3.27%,837.0,7967403000.0,0.0,0.0
3653,健策,2297000.0,2.95%,3135.0,7201095000.0,30000.0,94050000.0
5274,信驊,454900.0,2.46%,13205.0,6006954500.0,6000.0,79230000.0
2368,金像電,7579000.0,2.24%,721.0,5464459000.0,101000.0,72821000.0
6274,台燿,5229000.0,2.16%,1010.0,5281290000.0,69000.0,69690000.0
6805,富世達,1957000.0,0.99%,1230.0,2407110000.0,26000.0,31980000.0
8210,勤誠,2297000.0,0.9%,951.0,2184447000.0,30000.0,28530000.0
2449,京元電子,7543450.0,0.63%,203.5,1535092075.0,100000.0,20350000.0
6187,萬潤,1334000.0,0.46%,845.0,1127230000.0,0.0,0.0
1590,亞德客-KY,528000.0,0.29%,1340.0,707520000.0,0.0,0.0
4979,華星光,1874000.0,0.27%,346.5,649341000.0,0.0,0.0
6510,精測,289000.0,0.27%,2270.0,656030000.0,-30000.0,-68100000.0
4958,臻鼎-KY,1682000.0,0.26%,376.0,632432000.0,0.0,0.0
6515,穎崴,93000.0,0.2%,5290.0,491970000.0,0.0,0.0
6278,台表科,3610000.0,0.19%,130.5,471105000.0,-362000.0,-47241000.0
6271,同欣電,2470000.0,0.15%,149.0,368030000.0,-248000.0,-36952000.0
6147,頎邦,2822000.0,0.14%,118.5,334407000.0,-942000.0,-111627000.0
6191,精成科,3988000.0,0.13%,77.4,308671200.0,0.0,0.0
2408,南亞科,940000.0,0.13%,328.0,308320000.0,0.0,0.0
3376,新日興,1741000.0,0.11%,160.0,278560000.0,0.0,0.0
3264,欣銓,1508000.0,0.1%,161.0,242788000.0,0.0,0.0
5439,高技,526000.0,0.04%,185.5,97573000.0,-530000.0,-98315000.0
2002,中鋼,5163000.0,0.04%,18.95,97838850.0,0.0,0.0
4966,譜瑞-KY,140000.0,0.03%,532.0,74480000.0,0.0,0.0
8996,高力,1000.0,0.0%,778.0,778000.0,0.0,0.0
8358,金居,1000.0,0.0%,271.0,271000.0,0.0,0.0
3661,世芯-KY,1000.0,0.0%,2785.0,2785000.0,0.0,0.0
3443,創意,1000.0,0.0%,3460.0,3460000.0,0.0,0.0
2439,美律,1000.0,0.0%,80.9,80900.0,0.0,0.0
3008,大立光,1000.0,0.0%,3715.0,3715000.0,0.0,0.0
2382,廣達,1000.0,0.0%,279.0,279000.0,0.0,0.0
3533,嘉澤,1000.0,0.0%,1690.0,1690000.0,0.0,0.0
6488,環球晶,1000.0,0.0%,778.0,778000.0,0.0,0.0
2313,華通,1000.0,0.0%,154.0,154000.0,0.0,0.0
8150,南茂,1000.0,0.0%,66.0,66000.0,0.0,0.0
2317,鴻海,1000.0,0.0%,229.5,229500.0,0.0,0.0
5347,世界,1000.0,0.0%,138.0,138000.0,0.0,0.0
2481,強茂,5000.0,0.0%,107.0,535000.0,0.0,0.0
