Date,2026-03-31,Net Asset,29508621165.0

Stock Code,Stock Name,Shares,Weight,Close Price,Market Value,Share Change,Net Amount
2330,台積電,1432000.0,8.54%,1760.0,2520320000.0,0.0,0.0
5536,聖暉*,3340000.0,7.79%,688.0,2297920000.0,0.0,0.0
6669,緯穎,461000.0,5.16%,3300.0,1521300000.0,0.0,0.0
2360,致茂,855000.0,4.24%,1465.0,1252575000.0,0.0,0.0
6139,亞翔,2278000.0,4.05%,524.0,1193672000.0,0.0,0.0
2383,台光電,457000.0,4.03%,2600.0,1188200000.0,0.0,0.0
3264,欣銓,6992000.0,3.68%,155.5,1087256000.0,0.0,0.0
2345,智邦,719000.0,3.68%,1510.0,1085690000.0,0.0,0.0
3017,奇鋐,538000.0,3.63%,1990.0,1070620000.0,0.0,0.0
3105,穩懋,2825000.0,3.37%,351.5,992987500.0,0.0,0.0
6223,旺矽,276000.0,3.36%,3595.0,992220000.0,0.0,0.0
2308,台達電,690000.0,3.23%,1380.0,952200000.0,0.0,0.0
6257,矽格,6338000.0,3.21%,149.5,947531000.0,0.0,0.0
7769,鴻勁,259000.0,3.08%,3505.0,907795000.0,0.0,0.0
6805,富世達,501000.0,2.97%,1750.0,876750000.0,210000.0,367500000.0
3491,昇達科,539000.0,2.60%,1425.0,768075000.0,0.0,0.0
2441,超豐,8180000.0,2.34%,84.5,691210000.0,0.0,0.0
3036,文曄,3090000.0,2.27%,217.0,670530000.0,0.0,0.0
2454,聯發科,443000.0,2.24%,1490.0,660070000.0,0.0,0.0
2449,京元電子,2488000.0,2.20%,261.0,649368000.0,0.0,0.0
4958,臻鼎-KY,2654000.0,1.86%,206.5,548051000.0,0.0,0.0
5439,高技,1923000.0,1.75%,268.0,515364000.0,0.0,0.0
8210,勤誠,564000.0,1.66%,867.0,488988000.0,0.0,0.0
3324,雙鴻,543000.0,1.62%,879.0,477297000.0,0.0,0.0
2428,興勤,3050000.0,1.55%,149.5,455975000.0,0.0,0.0
1785,光洋科,4597000.0,1.39%,89.5,411431500.0,0.0,0.0
2421,建準,3307925.0,1.38%,123.0,406874775.0,0.0,0.0
2316,楠梓電,4125000.0,1.36%,97.3,401362500.0,0.0,0.0
8996,高力,373000.0,1.07%,846.0,315558000.0,0.0,0.0
2404,漢唐,368000.0,1.02%,821.0,302128000.0,0.0,0.0
5289,宜鼎,286000.0,0.82%,847.0,242242000.0,0.0,0.0
2059,川湖,53000.0,0.57%,3175.0,168275000.0,0.0,0.0
2472,立隆電,1223000.0,0.52%,126.0,154098000.0,0.0,0.0
2368,金像電,155000.0,0.45%,860.0,133300000.0,0.0,0.0
3711,日月光投控,349000.0,0.39%,328.5,114646500.0,0.0,0.0
3008,大立光,51000.0,0.37%,2155.0,109905000.0,0.0,0.0
6274,台燿,186000.0,0.36%,569.0,105834000.0,0.0,0.0
3665,貿聯-KY,58136.0,0.34%,1740.0,101156640.0,0.0,0.0
2327,國巨*,403000.0,0.33%,243.5,98130500.0,0.0,0.0
2451,創見,464000.0,0.33%,211.0,97904000.0,0.0,0.0
2481,強茂,1028000.0,0.30%,86.4,88819200.0,0.0,0.0
6177,達麗,1784350.0,0.28%,46.85,83596797.5,0.0,0.0
3376,新日興,355000.0,0.23%,191.0,67805000.0,0.0,0.0
5274,信驊,6000.0,0.22%,10700.0,64200000.0,0.0,0.0
3529,力旺,23000.0,0.20%,2630.0,60490000.0,0.0,0.0
8046,南電,103000.0,0.18%,522.0,53766000.0,0.0,0.0
2885,元大金,1102420.0,0.17%,44.75,49333295.0,0.0,0.0
8464,億豐,142000.0,0.16%,330.0,46860000.0,0.0,0.0
1319,東陽,355000.0,0.10%,80.6,28612999.999999996,0.0,0.0
4441,振大環球,59000.0,0.04%,190.5,11239500.0,0.0,0.0
2548,華固,29600.0,0.01%,120.0,3552000.0,0.0,0.0
6510,精測,1000.0,0.01%,3080.0,3080000.0,0.0,0.0
3443,創意,1000.0,0.01%,2165.0,2165000.0,0.0,0.0
1519,華城,600.0,0.00%,787.0,472200.0,0.0,0.0
8358,金居,1000.0,0.00%,236.5,236500.0,0.0,0.0
3706,神達,1400.0,0.00%,73.8,103320.0,0.0,0.0
2886,兆豐金,1000.0,0.00%,38.45,38450.0,0.0,0.0
2881,富邦金,250.0,0.00%,86.0,21500.0,0.0,0.0
