Date,2026-05-05,Net Asset,43231187555.0

Stock Code,Stock Name,Shares,Weight,Close Price,Market Value,Share Change,Net Amount
2330,台積電,1616000.0,8.41%,2250.0,3636000000.0,68000.0,153000000.0
5536,聖暉*,3502000.0,6.97%,860.0,3011720000.0,147000.0,126420000.0
6669,緯穎,513000.0,5.64%,4755.0,2439315000.0,22000.0,104610000.0
3105,穩懋,4118000.0,5.29%,555.0,2285490000.0,172000.0,95460000.0
2383,台光電,477000.0,5.22%,4730.0,2256210000.0,20000.0,94600000.0
3264,欣銓,8078000.0,4.40%,235.5,1902369000.0,0.0,0.0
2345,智邦,750000.0,4.33%,2495.0,1871250000.0,31000.0,77345000.0
2454,聯發科,573000.0,4.18%,3155.0,1807815000.0,0.0,0.0
2360,致茂,756000.0,3.91%,2235.0,1689660000.0,32000.0,71520000.0
6139,亞翔,2378000.0,3.80%,691.0,1643198000.0,100000.0,69100000.0
2308,台達電,720000.0,3.61%,2165.0,1558800000.0,30000.0,64950000.0
3017,奇鋐,562000.0,3.52%,2705.0,1520210000.0,24000.0,64920000.0
6223,旺矽,288000.0,3.33%,5000.0,1440000000.0,12000.0,60000000.0
6257,矽格,6615000.0,3.01%,197.0,1303155000.0,277000.0,54569000.0
6147,頎邦,6831000.0,2.80%,177.5,1212502500.0,285000.0,50587500.0
4958,臻鼎-KY,2770000.0,2.73%,426.5,1181405000.0,116000.0,49474000.0
3491,昇達科,563000.0,2.21%,1695.0,954285000.0,24000.0,40680000.0
1785,光洋科,4813000.0,1.78%,160.0,770080000.0,202000.0,32320000.0
6285,啟碁,3131000.0,1.69%,233.0,729523000.0,131000.0,30523000.0
2467,志聖,1251000.0,1.65%,571.0,714321000.0,52000.0,29692000.0
6805,富世達,325000.0,1.50%,1995.0,648375000.0,14000.0,27930000.0
3583,辛耘,654000.0,1.20%,794.0,519276000.0,37000.0,29378000.0
6488,環球晶,707000.0,1.09%,666.0,470862000.0,24000.0,15984000.0
3030,德律,1135000.0,1.09%,414.0,469890000.0,0.0,0.0
8996,高力,389000.0,1.07%,1190.0,462910000.0,16000.0,19040000.0
6510,精測,126000.0,1.07%,3660.0,461160000.0,5000.0,18300000.0
2059,川湖,111000.0,1.06%,4140.0,459540000.0,5000.0,20700000.0
2303,聯電,5265000.0,1.01%,83.1,437521499.99999994,220000.0,18282000.0
5289,宜鼎,274000.0,0.90%,1420.0,389080000.0,0.0,0.0
2404,漢唐,384000.0,0.87%,977.0,375168000.0,16000.0,15632000.0
2347,聯強,3855000.0,0.73%,82.2,316881000.0,162000.0,13316400.0
2313,華通,1078000.0,0.68%,274.5,295911000.0,45000.0,12352500.0
3211,順達,814000.0,0.68%,362.5,295075000.0,34000.0,12325000.0
3533,嘉澤,116000.0,0.67%,2490.0,288840000.0,5000.0,12450000.0
6274,台燿,230000.0,0.65%,1220.0,280600000.0,7000.0,8540000.0
3131,弘塑,93000.0,0.63%,2910.0,270630000.0,4000.0,11640000.0
2368,金像電,162000.0,0.55%,1480.0,239760000.0,7000.0,10360000.0
2472,立隆電,1263000.0,0.55%,188.5,238075500.0,53000.0,9990500.0
3711,日月光投控,364000.0,0.44%,520.0,189280000.0,15000.0,7800000.0
3665,貿聯-KY,61136.0,0.41%,2875.0,175766000.0,3000.0,8625000.0
5274,信驊,6000.0,0.25%,17790.0,106740000.0,0.0,0.0
8046,南電,107000.0,0.25%,997.0,106679000.0,4000.0,3988000.0
6691,洋基工程,166000.0,0.25%,639.0,106074000.0,7000.0,4473000.0
4938,和碩,1290000.0,0.24%,81.5,105135000.0,54000.0,4401000.0
6177,達麗,1862350.0,0.20%,45.4,84550690.0,78000.0,3541200.0
3376,新日興,371000.0,0.18%,205.5,76240500.0,16000.0,3288000.0
2885,元大金,1150420.0,0.15%,55.4,63733268.0,48000.0,2659200.0
8464,億豐,148000.0,0.12%,344.5,50986000.0,6000.0,2067000.0
1319,東陽,355000.0,0.06%,76.4,27122000.000000004,0.0,0.0
4441,振大環球,62000.0,0.03%,192.5,11935000.0,3000.0,577500.0
3443,創意,1000.0,0.01%,4835.0,4835000.0,0.0,0.0
2548,華固,30600.0,0.01%,121.0,3702600.0,1000.0,121000.0
1519,華城,600.0,0.00%,895.0,537000.0,0.0,0.0
8358,金居,1000.0,0.00%,433.0,433000.0,0.0,0.0
3706,神達,1400.0,0.00%,84.1,117739.99999999999,0.0,0.0
2886,兆豐金,1000.0,0.00%,39.1,39100.0,0.0,0.0
2881,富邦金,250.0,0.00%,92.2,23050.0,0.0,0.0
