Date,2026-04-28,Net Asset,14551083094.0

Stock Code,Stock Name,Shares,Weight,Close Price,Market Value,Share Change,Net Amount
2330,台灣積體電路製造,583000.0,8.87%,2215.0,1291345000.0,0.0,0.0
2308,台達電子工業,377000.0,5.51%,2125.0,801125000.0,0.0,0.0
2383,台光電子材料,120000.0,3.61%,4375.0,525000000.0,0.0,0.0
2454,聯發科技,188000.0,3.38%,2615.0,491620000.0,0.0,0.0
2345,智邦科技,208000.0,3.28%,2295.0,477360000.0,0.0,0.0
7769,鴻勁精密,86000.0,3.01%,5100.0,438600000.0,0.0,0.0
3017,奇鋐科技,157000.0,3%,2780.0,436460000.0,0.0,0.0
2317,鴻海精密工業,1905000.0,2.95%,225.5,429577500.0,0.0,0.0
2368,金像電子（股）公司,299000.0,2.86%,1390.0,415610000.0,0.0,0.0
6669,緯穎科技服務,83000.0,2.74%,4800.0,398400000.0,0.0,0.0
2382,廣達電腦,1213000.0,2.68%,321.0,389373000.0,0.0,0.0
6515,穎崴科技,37000.0,2.58%,10135.0,374995000.0,0.0,0.0
2408,南亞科技,1510000.0,2.46%,237.5,358625000.0,0.0,0.0
2360,致茂電子,169000.0,2.4%,2065.0,348985000.0,0.0,0.0
6223,旺矽科技,71000.0,2.38%,4880.0,346480000.0,0.0,0.0
3665,貿聯控股（BizLink Holding In,130336.0,2.36%,2630.0,342783680.0,0.0,0.0
3653,健策精密工業,66000.0,2.25%,4950.0,326700000.0,0.0,0.0
2059,川湖科技,82000.0,2.24%,3980.0,326360000.0,0.0,0.0
5274,信驊科技,20000.0,2.21%,16095.0,321900000.0,0.0,0.0
8210,勤誠興業,268000.0,2.15%,1170.0,313560000.0,0.0,0.0
8299,群聯電子,150000.0,2.03%,1970.0,295500000.0,0.0,0.0
2344,華邦電子,2892000.0,1.9%,95.5,276186000.0,0.0,0.0
3711,日月光投資控股,536000.0,1.83%,495.5,265588000.0,0.0,0.0
6805,富世達,111000.0,1.59%,2085.0,231435000.0,0.0,0.0
6274,台燿科技,222000.0,1.47%,966.0,214452000.0,0.0,0.0
3443,創意電子,50000.0,1.44%,4190.0,209500000.0,0.0,0.0
2891,中國信託金融控股,3891000.0,1.43%,53.3,207390300.0,0.0,0.0
3231,緯創資通,1470000.0,1.42%,140.5,206535000.0,0.0,0.0
8996,高力熱處理工業,165000.0,1.33%,1175.0,193875000.0,0.0,0.0
6584,南俊國際,260000.0,1.26%,706.0,183560000.0,0.0,0.0
2881,富邦金融控股,2057575.0,1.25%,88.6,182301145.0,0.0,0.0
2884,玉山金融控股,5569622.0,1.24%,32.45,180734233.9,0.0,0.0
1519,華城電機,176000.0,1.06%,875.0,154000000.0,0.0,0.0
6831,邁科科技,314000.0,1.03%,475.0,149150000.0,0.0,0.0
3036,文曄科技,693000.0,0.99%,207.0,143451000.0,0.0,0.0
3533,嘉澤端子工業,54000.0,0.99%,2670.0,144180000.0,0.0,0.0
3264,欣銓科技,695000.0,0.95%,198.5,137957500.0,0.0,0.0
6442,光紅建聖,71000.0,0.93%,1905.0,135255000.0,0.0,0.0
6510,中華精測科技,35000.0,0.89%,3705.0,129675000.0,0.0,0.0
1590,亞德客國際集團,91000.0,0.88%,1405.0,127855000.0,0.0,0.0
5434,崇越科技,294000.0,0.84%,413.5,121569000.0,0.0,0.0
3044,健鼎科技,253000.0,0.79%,453.0,114609000.0,0.0,0.0
5234,達興材料,244000.0,0.72%,428.0,104432000.0,0.0,0.0
5904,寶雅國際,181450.0,0.68%,544.0,98708800.0,0.0,0.0
3293,鈊象電子,129000.0,0.67%,755.0,97395000.0,0.0,0.0
1477,聚陽實業,369000.0,0.55%,217.5,80257500.0,0.0,0.0
2449,京元電子,232000.0,0.45%,283.5,65772000.0,0.0,0.0
2376,技嘉科技,225000.0,0.44%,281.5,63337500.0,0.0,0.0
2548,華固建設,470000.0,0.41%,127.5,59925000.0,0.0,0.0
4915,致伸科技,547000.0,0.27%,72.8,39821600.0,0.0,0.0
