Date,2026-05-20,Net Asset,10384672110.0

Stock Code,Stock Name,Shares,Weight,Close Price,Market Value,Share Change,Net Amount
2330,台灣積體電路製造,1096000.0,23.06%,2185.0,2394760000.0,0.0,0.0
2881,富邦金融控股,4243000.0,3.91%,95.8,406479400.0,0.0,0.0
1216,統一企業,5227000.0,3.69%,73.4,383661800.0,0.0,0.0
2412,中華電信,2638000.0,3.53%,139.0,366682000.0,0.0,0.0
2891,中國信託金融控股,5402000.0,3.01%,57.8,312235600.0,0.0,0.0
2049,上銀科技,819000.0,2.84%,359.5,294430500.0,0.0,0.0
4904,遠傳電信,2854000.0,2.67%,97.1,277123400.0,0.0,0.0
3293,鈊象電子,363000.0,2.54%,728.0,264264000.0,0.0,0.0
1477,聚陽實業,1218000.0,2.5%,213.0,259434000.0,0.0,0.0
2308,台達電子工業,119000.0,2.19%,1915.0,227885000.0,0.0,0.0
2360,致茂電子,100000.0,1.99%,2065.0,206500000.0,0.0,0.0
2368,金像電子（股）公司,165000.0,1.96%,1235.0,203775000.0,0.0,0.0
6669,緯穎科技服務,41000.0,1.94%,4910.0,201310000.0,0.0,0.0
6789,采鈺科技,378000.0,1.89%,519.0,196182000.0,0.0,0.0
2395,研華,409000.0,1.83%,465.0,190185000.0,0.0,0.0
3711,日月光投資控股,398000.0,1.82%,476.0,189448000.0,0.0,0.0
8299,群聯電子,80000.0,1.74%,2265.0,181200000.0,0.0,0.0
3661,世芯電子,39000.0,1.73%,4600.0,179400000.0,0.0,0.0
6223,旺矽科技,30000.0,1.64%,5680.0,170400000.0,0.0,0.0
2383,台光電子材料,37000.0,1.57%,4395.0,162615000.0,0.0,0.0
2345,智邦科技,66000.0,1.5%,2355.0,155430000.0,0.0,0.0
2344,華邦電子,1336000.0,1.49%,115.5,154308000.0,0.0,0.0
3105,穩懋半導體,346000.0,1.49%,446.5,154489000.0,0.0,0.0
7769,鴻勁精密,22000.0,1.48%,6980.0,153560000.0,0.0,0.0
3017,奇鋐科技,65000.0,1.46%,2340.0,152100000.0,0.0,0.0
2454,聯發科技,47000.0,1.46%,3230.0,151810000.0,0.0,0.0
2059,川湖科技,33000.0,1.43%,4500.0,148500000.0,0.0,0.0
6781,AES Holding Co Ltd,127000.0,1.33%,1090.0,138430000.0,0.0,0.0
6805,富世達,77000.0,1.28%,1720.0,132440000.0,0.0,0.0
6415,矽力杰,256000.0,1.25%,507.0,129792000.0,0.0,0.0
3529,力旺電子,37000.0,1.21%,3385.0,125245000.0,0.0,0.0
6488,環球晶圓,190000.0,1.17%,638.0,121220000.0,0.0,0.0
6442,光紅建聖,64000.0,1.09%,1770.0,113280000.0,0.0,0.0
8046,南亞電路板,134000.0,1.07%,829.0,111086000.0,0.0,0.0
3653,健策精密工業,33000.0,0.96%,3030.0,99990000.0,0.0,0.0
8996,高力熱處理工業,96000.0,0.92%,994.0,95424000.0,0.0,0.0
3665,貿聯控股（BizLink Holding In,41000.0,0.78%,1965.0,80565000.0,0.0,0.0
2408,南亞科技,221000.0,0.59%,275.0,60775000.0,0.0,0.0
4749,新應材,57000.0,0.55%,994.0,56658000.0,0.0,0.0
3533,嘉澤端子工業,19000.0,0.43%,2360.0,44840000.0,0.0,0.0
8210,勤誠興業,32000.0,0.4%,1285.0,41120000.0,0.0,0.0
2317,鴻海精密工業,117000.0,0.27%,240.0,28080000.0,0.0,0.0
2474,可成科技,139000.0,0.24%,183.0,25437000.0,0.0,0.0
4958,臻鼎科技控股,53000.0,0.22%,439.0,23267000.0,0.0,0.0
6239,力成科技,25000.0,0.06%,234.5,5862500.0,0.0,0.0
3264,欣銓科技,26000.0,0.05%,206.5,5369000.0,0.0,0.0
3037,欣興電子,6000.0,0.05%,823.0,4938000.0,0.0,0.0
2382,廣達電腦,14000.0,0.04%,290.0,4060000.0,0.0,0.0
1519,華城電機,5000.0,0.04%,770.0,3850000.0,0.0,0.0
3189,景碩科技,2000.0,0.01%,504.0,1008000.0,0.0,0.0
