Date,2026-08-12,Net Asset,20201653979.0

Stock Code,Stock Name,Shares,Weight,Close Price,Market Value,Share Change,Net Amount
2330,台灣積體電路製造,663000.0,7.93%,2415.0,1601145000.0,0.0,0.0
2454,聯發科技,279000.0,5.55%,4015.0,1120185000.0,0.0,0.0
2059,川湖科技,91000.0,5.43%,12045.0,1096095000.0,0.0,0.0
2383,台光電子材料,152000.0,4.31%,5730.0,870960000.0,0.0,0.0
2308,台達電子工業,404000.0,3.58%,1790.0,723160000.0,0.0,0.0
3081,聯亞光電工業,237600.0,3.2%,2725.0,647460000.0,0.0,0.0
3037,欣興電子,563000.0,2.79%,1000.0,563000000.0,0.0,0.0
2408,南亞科技,1039000.0,2.48%,482.5,501317500.0,0.0,0.0
6223,旺矽科技,76000.0,2.48%,6600.0,501600000.0,0.0,0.0
8299,群聯電子,218000.0,2.38%,2210.0,481780000.0,0.0,0.0
7769,鴻勁精密,73000.0,2.34%,6480.0,473040000.0,0.0,0.0
1303,南亞塑膠工業,2416000.0,2.26%,189.0,456624000.0,0.0,0.0
2317,鴻海精密工業,1569000.0,2.1%,270.0,423630000.0,0.0,0.0
2368,金像電子（股）公司,393000.0,1.95%,1000.0,393000000.0,0.0,0.0
6515,穎崴科技,55000.0,1.95%,7170.0,394350000.0,0.0,0.0
3017,奇鋐科技,134000.0,1.93%,2910.0,389940000.0,0.0,0.0
2345,智邦科技,147000.0,1.61%,2215.0,325605000.0,0.0,0.0
2360,致茂電子,148000.0,1.61%,2195.0,324860000.0,0.0,0.0
2382,廣達電腦,987000.0,1.59%,325.5,321268500.0,0.0,0.0
5274,信驊科技,18300.0,1.57%,17370.0,317871000.0,0.0,0.0
6669,緯穎科技服務,52000.0,1.55%,6025.0,313300000.0,0.0,0.0
3653,健策精密工業,69000.0,1.53%,4470.0,308430000.0,0.0,0.0
3443,創意電子,59000.0,1.5%,5130.0,302670000.0,0.0,0.0
6274,台燿科技,187000.0,1.48%,1600.0,299200000.0,0.0,0.0
2376,技嘉科技,694000.0,1.29%,375.5,260597000.0,0.0,0.0
5904,寶雅國際,3124500.0,1.28%,82.5,257771250.0,0.0,0.0
8046,南亞電路板,203000.0,1.27%,1265.0,256795000.0,0.0,0.0
3711,日月光投資控股,400000.0,1.23%,621.0,248400000.0,0.0,0.0
3036,文曄科技,1147000.0,1.23%,217.5,249472500.0,0.0,0.0
2891,中國信託金融控股,3711000.0,1.22%,66.6,247152599.99999997,0.0,0.0
6213,聯茂電子,482000.0,1.11%,464.0,223648000.0,0.0,0.0
8996,高力熱處理工業,181000.0,1.05%,1170.0,211770000.0,0.0,0.0
2327,國巨,345000.0,1.03%,602.0,207690000.0,0.0,0.0
2344,華邦電子,1153000.0,1.01%,177.0,204081000.0,0.0,0.0
3231,緯創資通,1041000.0,1%,193.5,201433500.0,0.0,0.0
3293,鈊象電子,252000.0,0.97%,781.0,196812000.0,0.0,0.0
3529,力旺電子,65000.0,0.86%,2660.0,172900000.0,0.0,0.0
3044,健鼎科技,345000.0,0.83%,485.5,167497500.0,0.0,0.0
3008,大立光電,36000.0,0.82%,4585.0,165060000.0,0.0,0.0
3189,景碩科技,185000.0,0.79%,858.0,158730000.0,0.0,0.0
2884,玉山金融控股,4362622.0,0.79%,36.75,160326358.5,0.0,0.0
4958,臻鼎科技控股,335000.0,0.78%,471.5,157952500.0,0.0,0.0
3264,欣銓科技,650000.0,0.7%,216.5,140725000.0,0.0,0.0
8210,勤誠興業,139000.0,0.69%,1005.0,139695000.0,0.0,0.0
6831,邁科科技,182000.0,0.61%,678.0,123396000.0,0.0,0.0
6805,富世達,54000.0,0.49%,1835.0,99090000.0,0.0,0.0
3026,禾伸堂企業,134000.0,0.45%,685.0,91790000.0,0.0,0.0
3665,貿聯控股（BizLink Holding In,32336.0,0.34%,2155.0,69684080.0,0.0,0.0
6442,光紅建聖,38000.0,0.3%,1595.0,60610000.0,0.0,0.0
3533,嘉澤端子工業,13000.0,0.13%,2010.0,26130000.0,0.0,0.0
