Date,2026-03-04,Net Asset,30148049595.0

Stock Code,Stock Name,Shares,Weight,Close Price,Market Value,Share Change,Net Amount
2330,台積電,1470000.0,9.09%,1865.0,2741550000.0,0.0,0.0
6669,緯穎,475000.0,6.16%,3910.0,1857250000.0,0.0,0.0
5536,聖暉*,2470000.0,5.23%,638.0,1575860000.0,0.0,0.0
8299,群聯,854000.0,4.83%,1705.0,1456070000.0,0.0,0.0
2360,致茂,873000.0,3.88%,1340.0,1169820000.0,0.0,0.0
6139,亞翔,2185000.0,3.65%,504.0,1101240000.0,0.0,0.0
7769,鴻勁,263000.0,3.47%,3980.0,1046740000.0,0.0,0.0
2383,台光電,466000.0,3.38%,2190.0,1020540000.0,0.0,0.0
3264,欣銓,7246000.0,3.34%,139.0,1007194000.0,0.0,0.0
3017,奇鋐,548000.0,3.18%,1750.0,959000000.0,0.0,0.0
2345,智邦,729000.0,3.16%,1305.0,951345000.0,0.0,0.0
3036,文曄,4620000.0,3.00%,195.5,903210000.0,0.0,0.0
2308,台達電,705000.0,2.93%,1255.0,884775000.0,0.0,0.0
3491,昇達科,547000.0,2.78%,1530.0,836910000.0,0.0,0.0
3665,貿聯-KY,518136.0,2.77%,1610.0,834198960.0,80000.0,128800000.0
6257,矽格,6567000.0,2.76%,126.5,830725500.0,0.0,0.0
2454,聯發科,449000.0,2.56%,1720.0,772280000.0,0.0,0.0
6223,旺矽,280000.0,2.47%,2660.0,744800000.0,0.0,0.0
2441,超豐,8498000.0,2.38%,84.6,718930800.0,0.0,0.0
2449,京元電子,2579000.0,2.38%,278.0,716962000.0,0.0,0.0
3324,雙鴻,553000.0,1.78%,972.0,537516000.0,0.0,0.0
2428,興勤,3164000.0,1.77%,168.5,533134000.0,0.0,0.0
5439,高技,1997000.0,1.74%,262.0,523214000.0,0.0,0.0
8210,勤誠,574000.0,1.68%,880.0,505120000.0,0.0,0.0
6274,台燿,1027000.0,1.67%,490.5,503743500.0,0.0,0.0
6805,富世達,295000.0,1.61%,1645.0,485275000.0,0.0,0.0
4958,臻鼎-KY,2691000.0,1.60%,179.0,481689000.0,0.0,0.0
2421,建準,3311000.0,1.48%,134.5,445329500.0,0.0,0.0
3008,大立光,170000.0,1.30%,2305.0,391850000.0,0.0,0.0
2316,楠梓電,4279000.0,1.28%,90.1,385537900.0,0.0,0.0
2404,漢唐,373000.0,1.24%,1000.0,373000000.0,0.0,0.0
8996,高力,378000.0,0.94%,749.0,283122000.0,0.0,0.0
2606,裕民,4200000.0,0.92%,66.0,277200000.0,0.0,0.0
1785,光洋科,4698000.0,0.89%,57.0,267786000.0,0.0,0.0
5289,宜鼎,295000.0,0.73%,744.0,219480000.0,0.0,0.0
8358,金居,781000.0,0.68%,262.0,204622000.0,0.0,0.0
2059,川湖,57000.0,0.60%,3170.0,180690000.0,0.0,0.0
3231,緯創,1261000.0,0.52%,125.0,157625000.0,0.0,0.0
2472,立隆電,1223000.0,0.44%,107.5,131472500.0,0.0,0.0
3711,日月光投控,359000.0,0.39%,327.5,117572500.0,0.0,0.0
2368,金像電,158000.0,0.37%,709.0,112022000.0,0.0,0.0
2327,國巨*,419000.0,0.36%,259.0,108521000.0,0.0,0.0
5425,台半,1770000.0,0.32%,54.5,96465000.0,0.0,0.0
2451,創見,464000.0,0.31%,199.0,92336000.0,0.0,0.0
2481,強茂,1028000.0,0.30%,88.0,90464000.0,0.0,0.0
9938,百和,1461000.0,0.24%,49.7,72611700.0,0.0,0.0
3376,新日興,360000.0,0.23%,192.0,69120000.0,0.0,0.0
6446,藥華藥,100583.0,0.22%,670.0,67390610.0,0.0,0.0
6177,達麗,1200350.0,0.18%,46.15,55396152.5,0.0,0.0
8464,億豐,144000.0,0.17%,362.0,52128000.0,0.0,0.0
5274,信驊,6000.0,0.17%,8655.0,51930000.0,0.0,0.0
3529,力旺,23000.0,0.17%,2255.0,51865000.0,0.0,0.0
2885,元大金,1117420.0,0.17%,45.0,50283900.0,0.0,0.0
8046,南電,104000.0,0.16%,450.0,46800000.0,0.0,0.0
1319,東陽,360000.0,0.11%,92.0,33120000.0,0.0,0.0
4441,振大環球,60000.0,0.05%,233.5,14010000.0,0.0,0.0
6768,志強-KY,41000.0,0.01%,94.0,3854000.0,0.0,0.0
2548,華固,29600.0,0.01%,112.0,3315200.0,0.0,0.0
3443,創意,1000.0,0.01%,2280.0,2280000.0,0.0,0.0
1519,華城,600.0,0.00%,908.0,544800.0,0.0,0.0
7722,LINEPAY,1000.0,0.00%,386.0,386000.0,0.0,0.0
3706,神達,1400.0,0.00%,78.1,109339.99999999999,0.0,0.0
2886,兆豐金,1000.0,0.00%,38.9,38900.0,0.0,0.0
2881,富邦金,250.0,0.00%,89.8,22450.0,0.0,0.0
