Date,2026-03-20,Net Asset,18250288351.0

Stock Code,Stock Name,Shares,Weight,Close Price,Market Value,Share Change,Net Amount
2330,台積電,607000.0,6.12%,1840.0,1116880000.0,50000.0,92000000.0
2383,台光電,316000.0,4.87%,2810.0,887960000.0,13000.0,36530000.0
2345,智邦,539000.0,4.75%,1610.0,867790000.0,1000.0,1610000.0
6515,穎崴,109000.0,4.74%,7930.0,864370000.0,4000.0,31720000.0
8299,群聯,396000.0,4.16%,1915.0,758340000.0,0.0,0.0
3017,奇鋐,362000.0,4.07%,2050.0,742100000.0,15000.0,30750000.0
6223,旺矽,192000.0,4.06%,3860.0,741120000.0,8000.0,30880000.0
3533,嘉澤,336000.0,3.80%,2065.0,693840000.0,5000.0,10325000.0
3037,欣興,1250000.0,3.79%,554.0,692500000.0,0.0,0.0
3163,波若威,662000.0,3.31%,912.0,603744000.0,27000.0,24624000.0
8996,高力,655000.0,3.27%,911.0,596705000.0,27000.0,24597000.0
2360,致茂,362000.0,3.14%,1585.0,573770000.0,34000.0,53890000.0
7769,鴻勁,139000.0,3.13%,4105.0,570595000.0,6000.0,24630000.0
2408,南亞科,2382000.0,3.05%,234.0,557388000.0,1000.0,234000.0
6442,光聖,244000.0,2.73%,2045.0,498980000.0,80000.0,163600000.0
2059,川湖,142000.0,2.65%,3405.0,483510000.0,6000.0,20430000.0
8046,南電,840000.0,2.49%,541.0,454440000.0,0.0,0.0
7751,竑騰,279000.0,2.47%,1615.0,450585000.0,12000.0,19380000.0
2308,台達電,275000.0,2.22%,1475.0,405625000.0,1000.0,1475000.0
3653,健策,88000.0,1.86%,3850.0,338800000.0,44000.0,169400000.0
5274,信驊,28000.0,1.80%,11750.0,329000000.0,1000.0,11750000.0
3105,穩懋,904000.0,1.70%,344.0,310976000.0,400000.0,137600000.0
5347,世界,2230000.0,1.42%,116.0,258680000.0,-300000.0,-34800000.0
6669,緯穎,65000.0,1.36%,3805.0,247325000.0,12000.0,45660000.0
6805,富世達,119000.0,1.30%,2000.0,238000000.0,61000.0,122000000.0
4749,新應材,252000.0,1.21%,875.0,220500000.0,0.0,0.0
2368,金像電,222000.0,1.20%,988.0,219336000.0,100000.0,98800000.0
6781,AES-KY,194000.0,1.17%,1100.0,213400000.0,0.0,0.0
5289,宜鼎,170000.0,1.12%,1205.0,204850000.0,7000.0,8435000.0
6531,愛普*,359000.0,1.09%,553.0,198527000.0,14000.0,7742000.0
3661,世芯-KY,58000.0,1.07%,3375.0,195750000.0,20000.0,67500000.0
1519,華城,207000.0,1.04%,916.0,189612000.0,0.0,0.0
2486,一詮,1204000.0,1.02%,155.0,186620000.0,50000.0,7750000.0
8358,金居,748000.0,1.01%,245.5,183634000.0,0.0,0.0
3189,景碩,476013.0,0.99%,380.0,180884940.0,24000.0,9120000.0
3529,力旺,66000.0,0.98%,2700.0,178200000.0,5000.0,13500000.0
3443,創意,65000.0,0.94%,2645.0,171925000.0,65000.0,171925000.0
2449,京元電子,552000.0,0.93%,308.0,170016000.0,0.0,0.0
8210,勤誠,169000.0,0.84%,912.0,154128000.0,1000.0,912000.0
8021,尖點,557920.0,0.81%,264.5,147569840.0,23000.0,6083500.0
6584,南俊國際,279000.0,0.77%,502.0,140058000.0,0.0,0.0
6274,台燿,225000.0,0.68%,554.0,124650000.0,115000.0,63710000.0
2317,鴻海,342000.0,0.38%,203.0,69426000.0,1000.0,203000.0
5439,高技,201000.0,0.34%,306.0,61506000.0,8000.0,2448000.0
3324,雙鴻,54000.0,0.32%,1065.0,57510000.0,2000.0,2130000.0
2344,華邦電,513000.0,0.31%,110.0,56430000.0,100000.0,11000000.0
