Date,2026-01-09,Net Asset,11224119218.0

Stock Code,Stock Name,Shares,Weight,Close Price,Market Value,Share Change,Net Amount
2330,台積電,569000.0,8.54%,0.0,0.0,0.0,0.0
8299,群聯,343000.0,5.20%,0.0,0.0,0.0,0.0
2308,台達電,506000.0,4.55%,0.0,0.0,0.0,0.0
3017,奇鋐,366000.0,4.42%,0.0,0.0,0.0,0.0
2345,智邦,353000.0,3.98%,0.0,0.0,0.0,0.0
3665,貿聯-KY,308000.0,3.87%,0.0,0.0,0.0,0.0
2059,川湖,130000.0,3.65%,0.0,0.0,0.0,0.0
6669,緯穎,84000.0,3.48%,0.0,0.0,0.0,0.0
6223,旺矽,171000.0,3.23%,0.0,0.0,0.0,0.0
2383,台光電,232000.0,3.19%,0.0,0.0,-65000.0,-0.0
6515,穎崴,97000.0,2.74%,0.0,0.0,0.0,0.0
2360,致茂,307000.0,2.53%,0.0,0.0,0.0,0.0
6274,台燿,597000.0,2.48%,0.0,0.0,0.0,0.0
7769,鴻勁,88000.0,2.45%,0.0,0.0,0.0,0.0
3131,弘塑,139000.0,2.27%,0.0,0.0,0.0,0.0
2451,創見,945000.0,2.17%,0.0,0.0,0.0,0.0
3260,威剛,826000.0,2.10%,0.0,0.0,0.0,0.0
3163,波若威,631000.0,2.10%,0.0,0.0,0.0,0.0
2408,南亞科,950000.0,2.04%,0.0,0.0,0.0,0.0
6781,AES-KY,182000.0,2.04%,0.0,0.0,0.0,0.0
3324,雙鴻,230000.0,1.94%,0.0,0.0,0.0,0.0
1519,華城,292000.0,1.91%,0.0,0.0,0.0,0.0
8996,高力,366000.0,1.88%,0.0,0.0,0.0,0.0
6584,南俊國際,584000.0,1.68%,0.0,0.0,0.0,0.0
5536,聖暉*,238000.0,1.67%,0.0,0.0,-15000.0,-0.0
8358,金居,696000.0,1.58%,0.0,0.0,0.0,0.0
2368,金像電,271000.0,1.53%,0.0,0.0,0.0,0.0
6442,光聖,124000.0,1.47%,0.0,0.0,0.0,0.0
8210,勤誠,162000.0,1.33%,0.0,0.0,0.0,0.0
3529,力旺,74000.0,1.10%,0.0,0.0,0.0,0.0
4749,新應材,132000.0,1.07%,0.0,0.0,0.0,0.0
2344,華邦電,1079000.0,1.04%,0.0,0.0,0.0,0.0
2449,京元電子,438000.0,1.03%,0.0,0.0,0.0,0.0
3661,世芯-KY,30000.0,0.96%,0.0,0.0,0.0,0.0
6531,愛普*,233000.0,0.94%,0.0,0.0,0.0,0.0
5289,宜鼎,158000.0,0.91%,0.0,0.0,0.0,0.0
8021,尖點,500000.0,0.87%,0.0,0.0,0.0,0.0
3231,緯創,589000.0,0.79%,0.0,0.0,0.0,0.0
3037,欣興,365000.0,0.74%,0.0,0.0,0.0,0.0
6805,富世達,56000.0,0.68%,0.0,0.0,-72000.0,-0.0
2317,鴻海,323000.0,0.66%,0.0,0.0,0.0,0.0
5274,信驊,9000.0,0.61%,0.0,0.0,0.0,0.0
3443,創意,25000.0,0.55%,0.0,0.0,0.0,0.0
2382,廣達,213000.0,0.52%,0.0,0.0,0.0,0.0
5439,高技,123000.0,0.34%,0.0,0.0,0.0,0.0
3189,景碩,215000.0,0.32%,0.0,0.0,0.0,0.0
8046,南電,147000.0,0.31%,0.0,0.0,0.0,0.0
3653,健策,14000.0,0.30%,0.0,0.0,0.0,0.0
