Date,2026-08-17,Net Asset,44343646752.0

Stock Code,Stock Name,Shares,Weight,Close Price,Market Value,Share Change,Net Amount
2059,川湖,260000.0,8.06%,13750.0,3575000000.0,-33000.0,-453750000.0
2330,台積電,1406000.0,7.61%,2400.0,3374400000.0,0.0,0.0
3017,奇鋐,1002000.0,7.12%,3150.0,3156300000.0,0.0,0.0
2383,台光電,465000.0,6.66%,6350.0,2952750000.0,-1000.0,-6350000.0
3037,欣興,2497000.0,6.31%,1120.0,2796640000.0,0.0,0.0
3665,貿聯-KY,1161000.0,5.59%,2135.0,2478735000.0,0.0,0.0
2345,智邦,1080000.0,5.58%,2290.0,2473200000.0,0.0,0.0
3008,大立光,420000.0,4.80%,5070.0,2129400000.0,0.0,0.0
8996,高力,1630000.0,4.47%,1215.0,1980450000.0,0.0,0.0
2454,聯發科,406000.0,3.71%,4050.0,1644300000.0,0.0,0.0
6223,旺矽,263000.0,3.44%,5800.0,1525400000.0,0.0,0.0
3231,緯創,7662000.0,3.23%,187.0,1432794000.0,0.0,0.0
6584,南俊國際,2231000.0,3.00%,596.0,1329676000.0,0.0,0.0
2308,台達電,632000.0,2.69%,1885.0,1191320000.0,0.0,0.0
2455,全新,2753000.0,2.59%,417.0,1148001000.0,0.0,0.0
8021,尖點,2682000.0,2.59%,428.0,1147896000.0,0.0,0.0
1303,南亞,5445000.0,2.46%,200.5,1091722500.0,0.0,0.0
1815,富喬,10877000.0,2.37%,96.5,1049630500.0,0.0,0.0
3711,日月光投控,1629000.0,2.26%,615.0,1001835000.0,0.0,0.0
3443,創意,160000.0,2.11%,5850.0,936000000.0,0.0,0.0
3661,世芯-KY,215000.0,1.97%,4060.0,872900000.0,0.0,0.0
3189,景碩,840013.0,1.71%,905.0,760211765.0,0.0,0.0
6669,緯穎,77000.0,1.15%,6620.0,509740000.0,0.0,0.0
4958,臻鼎-KY,1000000.0,1.13%,503.0,503000000.0,0.0,0.0
8046,南電,300000.0,0.88%,1295.0,388500000.0,0.0,0.0
6515,穎崴,42000.0,0.63%,6610.0,277620000.0,0.0,0.0
6805,富世達,109000.0,0.47%,1925.0,209825000.0,0.0,0.0
6139,亞翔,250000.0,0.45%,807.0,201750000.0,0.0,0.0
2337,旺宏,1343000.0,0.39%,129.5,173918500.0,0.0,0.0
7734,印能科技,56000.0,0.39%,3070.0,171920000.0,0.0,0.0
5289,宜鼎,98000.0,0.34%,1530.0,149940000.0,0.0,0.0
3260,威剛,358000.0,0.32%,400.0,143200000.0,0.0,0.0
3583,辛耘,147000.0,0.24%,729.0,107163000.0,0.0,0.0
5347,世界,629000.0,0.23%,162.0,101898000.0,0.0,0.0
7751,竑騰,25000.0,0.08%,1480.0,37000000.0,-124000.0,-183520000.0
3264,欣銓,72000.0,0.04%,219.0,15768000.0,0.0,0.0
